Image Name,Comment,Is_English
txt/aespa3.txt,JIJEL CAKEP AMAT,True
txt/aespa3.txt,"OMG, IS THE ALBUM OUT ALREADY?",True
txt/aespa3.txt,How can they be so beautiful? ‼️‼️🌷,True
txt/aespa3.txt,everything is perfect in this comeback,True
txt/aespa3.txt,MBA AERI AKU CANTIK BANGET😍,True
txt/aespa3.txt,CEPET KE INDONESIA SAYANG❤️,True
txt/aespa3.txt,"Seriously Ningning's moves are so satisfying to see, addicted rn",True
txt/aespa3.txt,Aeriii😭😍😍 why are u so beautiful. They all look so unreal of how beautiful they are 😍,True
txt/aespa3.txt,I LOVE THIS OUTFIT😍😍🔥🔥❤️😭😭,True
txt/aespa3.txt,"WOI INI KNP PADA CANTIK"" BNGT?!!!😭😭",True
txt/aespa3.txt,next comeback maybe about siren right? likw thw old song haha,True
txt/aespa3.txt,ITS STUCK IN MY HEAD HELP......,True
txt/aespa3.txt,beautiful sirens ouuuuh lurking me to my death ouuuuuh,True
txt/aespa3.txt,TAKE IT EASY WITH MY HEART PLEASE,True
txt/aespa3.txt,My giselle is on Fire 🔥🔥🔥,True
txt/aespa3.txt,Comeback of the year !! 🖤,True
txt/aespa3.txt,Karina and Ningnings outfits r my NEEDS,True
txt/aespa3.txt,👏😭 me so proud of,True
txt/aespa3.txt,OK!!!!!!,True
txt/aespa3.txt,I thought winter was ryunjin😭,True
txt/aespa3.txt,I'M OBSESSED 🔥🔥,True
txt/aespa3.txt,Come to Malaysia 😭😍🔥🔥🙌❤️,True
txt/aespa3.txt,Obsessed with their fit total looks 😍🔥,True
txt/aespa3.txt,YA TUHAN GIGI KAMU CANTIK BGNT SAYANGKU😍,True
txt/aespa3.txt,She's a winter but the hair is on fire like a summer ❤️,True
txt/aespa3.txt,Slayyy gurlssss,True
txt/aespa3.txt,THEY ATEEE,True
txt/aespa3.txt,They always ate,True
txt/aespa3.txt,Giselle always being late 😭,True
txt/aespa3.txt,That pop by @katarinabluu and @imwinter 🔥🔥🔥🔥🔥🔥🔥🔥,True
txt/aespa3.txt,GISELLE CAKEP BANGET,True
txt/aespa3.txt,KEREN AMAT CIWI CIWIKUWW 💋💋💋,True
txt/aespa3.txt,Giselle that body swing 🔥🔥🔥,True
txt/aespa3.txt,THE SONG IS AMAZING,True
txt/aespa3.txt,no cause we need a them in this outfit for a live show aaaa,True
txt/aespa3.txt,AAAA CANTII CANTII SEKALII,True
txt/aespa3.txt,NINGNING I LOVE YOUUUU,True
txt/aespa3.txt,Giselle woahh🔥🔥,True
txt/aespa3.txt,CANTIK BNGETTTTT,True
txt/aespa3.txt,GISELLE I LOVE YOUUU😍😍😍😍,True
txt/aespa3.txt,"OMG THIS SO PERFECT,PRETTY AND BEAUTIFUL!!!!😍😍",True
txt/aespa3.txt,WOI GISELLE CANTIK BANGET KAMUUU 😍😍😍😍,True
txt/aespa3.txt,CANRIK BGT ANJING GISELLE PARHA ANJI,True
txt/aespa3.txt,Giselle marry me please 😭🔥,True
txt/aespa3.txt,KARINA WHAT THE HELL,True
txt/aespa3.txt,They all are soo tall 😍🔥 I love them sm,True
txt/aespa3.txt,ALBUM OF THE YEAR,True
txt/aespa3.txt,Dear giselle you deserve better ! When will you get full rap line in main track? @aerichandesu,True
txt/aespa3.txt,This is Karina's choreo for sure,True
txt/aespa3.txt,Thank you aespa and one productions 💙🫶🏻🥹💗,True
txt/aespa3.txt,GISELLE CAKEP BGT GADA OBAT,True
txt/aespa3.txt,KITA UDAH GEDE TAPI AKU YANG COKLAT IYH,True
txt/aespa3.txt,Even ai doesn't ai as much as them,True
